College,State,NAAC,Students,Course,Placement%,AvgSalaryLPA,Recruiters
Shroff Group College,Delhi,C,4373,B.Tech,31.27,7.37,Deloitte
Srinivasan-Prakash College,WB,B,1206,B.Tech,32.11,3.33,TCS
"Devan, Buch and Bala College",WB,B,4388,MCA,35.01,6.05,TCS
Iyengar and Sons College,UP,B,4896,B.Sc,64.44,18.88,Wipro
Deep-Sheth College,MH,A,1087,B.Sc,76.61,8.32,EY
Kumar-Kashyap College,WB,B,1893,MBA,91.01,7.68,Infosys
"Sahni, Kalla and Gole College",KA,C,2675,MCA,91.19,5.46,Wipro
Sehgal-Narasimhan College,KA,B,2997,B.Sc,38.42,18.6,Infosys
Bhalla and Sons College,UP,B,2876,MCA,57.88,15.97,Wipro
"Pall, Hayre and Vohra College",TN,A,1802,MBA,93.14,4.67,Wipro
Sen-Nayar College,Delhi,C,4547,B.Tech,87.44,4.44,Infosys
Bal and Sons College,KA,B,2186,MCA,63.61,17.83,Deloitte
Natarajan-Desai College,WB,B,1519,MBA,33.87,16.28,EY
Naik Inc College,Delhi,A,1109,B.Tech,73.05,5.46,EY
"Parmar, Singhal and Nazareth College",KA,B,4129,MCA,40.68,13.21,Deloitte
"Kala, Saxena and Seth College",KA,A,3731,MCA,95.09,8.64,Wipro
Khurana-Roy College,Delhi,B,4064,MBA,56.76,4.5,EY
"Arora, Narayan and Kar College",WB,C,2754,MCA,56.17,9.06,Wipro
Nadkarni-Vora College,MH,B,3223,MBA,30.31,14.49,Deloitte
Natt Inc College,KA,C,4212,MBA,70.9,17.63,EY
Sem-Pandit College,UP,C,3922,MCA,86.67,4,EY
Varughese and Sons College,TN,C,2644,B.Sc,68.53,16.37,Wipro
Issac Group College,UP,A,3596,B.Tech,94.34,19.63,Deloitte
Dube-Kannan College,Delhi,A,2780,B.Sc,86.72,12.83,Deloitte
"Sidhu, Mangat and Dey College",TN,A,1665,MBA,48.3,18.29,EY
Sarin Ltd College,KA,B,3903,B.Sc,80.19,4.44,Accenture
"Bath, Morar and Devan College",UP,C,2106,MCA,91.64,12.95,Deloitte
"Ghose, Khanna and Mane College",UP,C,2517,MBA,68.37,8.08,Wipro
Mishra PLC College,WB,C,1102,B.Sc,72.9,9.37,EY
"Mall, Varma and Suresh College",Delhi,B,3013,MBA,50.66,6.57,Wipro
"Bhattacharyya, Dara and Bhattacharyya College",WB,C,1321,B.Sc,68.16,19.41,Infosys
"Shenoy, Balasubramanian and Salvi College",KA,A,1283,MBA,66.39,17.53,Accenture
"Yadav, Lall and Jayaraman College",MH,B,770,B.Tech,77.34,11.81,Deloitte
Goel and Sons College,UP,A,848,B.Tech,37.27,8.39,TCS
Mallick Ltd College,Delhi,A,2737,B.Tech,34.4,7.75,Infosys
Pandit-Balasubramanian College,WB,A,2337,MBA,68.24,19.7,Wipro
"Mand, Jaggi and Batta College",UP,C,1691,MBA,67.28,13.01,Wipro
"Agarwal, Deol and Shukla College",WB,C,662,B.Tech,39.59,3.36,Infosys
Sem-Ramaswamy College,Delhi,B,1703,MCA,83.54,3.34,Wipro
Bali Inc College,KA,A,1931,B.Tech,30.6,5.91,Infosys
Gulati and Sons College,Delhi,C,2482,MBA,70.51,10.41,Wipro
"Mital, Thaker and Mishra College",Delhi,A,1562,MCA,68.47,17.25,Accenture
Sundaram Inc College,WB,B,1751,MCA,52.33,18.04,Accenture
Varty Ltd College,TN,C,4738,MBA,51.9,14.02,Deloitte
"Bava, Thaker and Kakar College",UP,C,1060,MCA,73.23,11.17,Wipro
Som-Rajagopalan College,UP,B,4623,B.Tech,96.91,16.59,Deloitte
Tiwari Inc College,TN,C,3352,B.Sc,99.52,5.56,Infosys
Desai LLC College,Delhi,A,1035,B.Sc,65.01,7.47,TCS
Batra LLC College,KA,A,4642,B.Sc,95.91,3.29,Infosys
Ghose Ltd College,KA,A,3735,MBA,55.63,14.38,TCS
Bail Group College,TN,C,4245,B.Sc,51.08,7.41,Accenture
"Desai, Bahri and Sahni College",UP,C,1423,MBA,38.28,16.55,TCS
Walla Group College,UP,B,2550,B.Sc,38.08,7.57,EY
"Chadha, Badal and Majumdar College",MH,C,1023,B.Tech,32.77,4.64,TCS
Soni PLC College,WB,C,3388,B.Sc,50.23,3.03,Accenture
Mane-Kaur College,TN,A,1142,MBA,45.64,19.2,Wipro
Vyas-Joshi College,KA,A,4299,B.Tech,55.11,4.99,Infosys
Mallick Ltd College,WB,A,737,B.Tech,49.62,7.2,Accenture
Sarkar LLC College,TN,C,1299,MCA,70.97,6.74,Infosys
Yadav Group College,KA,C,4882,MCA,77.03,8.71,Accenture
"Soni, Chaudhari and Sangha College",KA,A,1257,B.Sc,62.42,18.74,Wipro
Goyal-Magar College,Delhi,A,4767,MCA,79.63,5.12,Accenture
Sampath-Mishra College,TN,A,3540,B.Sc,64.58,5.42,Accenture
"Om, Golla and Atwal College",KA,A,1191,B.Sc,48.28,12.9,TCS
Varkey-Mandal College,UP,B,3609,B.Tech,94.63,16.86,Deloitte
"Pandya, Ravel and Memon College",WB,B,4512,B.Tech,56.64,6.05,EY
"Sen, Maharaj and Chand College",MH,C,3765,B.Tech,73.16,3.72,Deloitte
Kumar LLC College,WB,B,2141,B.Sc,81.53,17.21,Infosys
Gala-Tella College,UP,B,2063,MCA,34.93,16.22,Wipro
"Natt, Nadig and Rajagopalan College",TN,B,2583,B.Sc,88.31,8.02,Wipro
Rao Ltd College,Delhi,A,563,B.Tech,51.36,18.08,TCS
Shanker PLC College,WB,B,4726,MCA,88.13,18.88,Wipro
Deol PLC College,MH,B,1992,B.Sc,34.96,16.15,Deloitte
"Sarin, Sunder and Mukhopadhyay College",Delhi,B,2895,MCA,94.13,12.92,Accenture
"Dyal, Sawhney and Gulati College",WB,B,2761,B.Sc,66.1,15.71,Wipro
Banik-Natarajan College,MH,A,2160,MCA,41.97,6.43,Infosys
Kata-Anand College,WB,C,4171,MCA,61.48,11.17,Accenture
Balasubramanian PLC College,Delhi,B,1024,MCA,37.28,9.58,TCS
Singhal-De College,KA,A,3529,MBA,69.29,5.56,Deloitte
"Sani, Parsa and Vig College",MH,A,3001,B.Sc,83.32,8.84,TCS
Bandi Group College,TN,A,2085,B.Tech,74.24,9.35,Accenture
Mutti-Rao College,MH,A,4192,B.Sc,66.65,11.32,Infosys
"Basu, Din and Rattan College",WB,C,1522,MBA,33.53,3.92,EY
Jain-Krishna College,TN,A,4209,MCA,87.51,11.27,EY
Choudhry-Misra College,UP,B,3728,MBA,97.38,13.9,Wipro
Sachdeva Group College,WB,A,4647,B.Tech,65.84,3.62,Accenture
"Wali, Contractor and Kurian College",UP,C,2860,B.Tech,79.36,3.52,Deloitte
"Balakrishnan, Choudhury and Bera College",UP,B,3748,MBA,54.11,8.27,Infosys
"Dugar, Ram and Sheth College",UP,A,4540,B.Tech,77.55,15.7,Wipro
Ratta-Chaudry College,MH,C,2298,B.Tech,82.43,18.87,Wipro
"Anne, Mohan and Tara College",WB,B,885,B.Tech,59.89,13.77,Accenture
"Sarma, Mitra and Kala College",WB,B,3806,MCA,40.62,5.3,Infosys
"Krishna, Gandhi and Doshi College",MH,C,1774,MBA,45.39,10.13,Wipro
"Chandra, Chatterjee and Parmar College",TN,C,4335,B.Tech,37.51,17.82,Infosys
"Saran, Devan and Deshmukh College",MH,C,3239,MBA,57.22,4.56,Deloitte
"Munshi, Bail and Murthy College",KA,C,4088,MCA,39.73,9.54,EY
Balan-Sama College,Delhi,C,2482,B.Tech,97.2,16.56,Deloitte
"Nagar, Guha and Dewan College",UP,B,4631,MBA,68.71,5.2,EY
Khare Inc College,TN,C,1474,MCA,78.2,10.12,Accenture
"Sidhu, Bhat and Oza College",WB,B,1236,B.Sc,66.21,17.67,EY
Mammen-Sanghvi College,TN,B,3986,MBA,64.81,10.14,TCS
"Jhaveri, Verma and Jhaveri College",TN,B,2799,MBA,90.49,7.13,Wipro
Setty-Sawhney College,MH,C,2933,B.Sc,77.32,6.77,Deloitte
"Ravi, Sangha and Vaidya College",MH,C,4737,B.Sc,71.99,12.22,EY
Kohli-Modi College,UP,A,1261,B.Sc,79.56,11.37,Accenture
"Lalla, Sarin and Prasad College",UP,B,1853,MCA,45.05,7.57,Infosys
"Bhasin, Sarma and Aurora College",MH,C,4190,MCA,88.45,8.48,Deloitte
Tak Group College,TN,C,3713,MCA,58.5,12.95,EY
Hegde PLC College,UP,C,2399,B.Sc,48.54,15.92,Wipro
Gokhale Group College,MH,C,1046,B.Sc,78.67,3.49,EY
"Mandal, Sunder and Agate College",Delhi,A,1591,B.Sc,88.24,7.08,Deloitte
"Parmar, Joshi and Raj College",WB,A,1438,MCA,94.47,10.87,Accenture
"Goda, Aurora and Radhakrishnan College",WB,C,3506,B.Sc,83.83,3.38,Deloitte
Thakkar-Kadakia College,WB,A,3093,B.Tech,99.46,10.69,Deloitte
Kapur-Prashad College,KA,A,1410,MBA,60.29,13.2,TCS
Boase and Sons College,WB,B,3366,MBA,35.48,7.46,TCS
"Nair, Gill and Din College",MH,B,2619,MBA,66.89,5.86,Deloitte
"Kala, Rege and Karpe College",TN,B,968,MCA,52.44,8.48,EY
Wason-Kumar College,WB,B,4016,B.Sc,64.53,3.14,Accenture
Rajagopal-Master College,KA,A,4468,B.Tech,93.35,8.61,EY
Dalal-Srinivas College,Delhi,C,3252,B.Tech,72.2,9.13,TCS
"Baral, Parmar and Puri College",UP,A,2214,MCA,48.25,19.64,EY
Thakur Group College,Delhi,A,2815,MBA,86.53,9.39,EY
"Saha, Swamy and Lad College",WB,B,2446,B.Tech,41.32,10.57,EY
Badami-Singhal College,KA,B,3937,B.Sc,51.58,6.46,Accenture
Mangat LLC College,KA,A,2725,MBA,95.41,18.85,Infosys
Taneja PLC College,MH,C,960,B.Sc,60.15,9.68,EY
"Dixit, Lala and Sinha College",KA,A,3509,MBA,60.61,16.28,TCS
Minhas Group College,UP,B,3929,B.Sc,75.65,5.06,EY
Mittal Group College,MH,B,937,B.Tech,61.01,6.62,TCS
"Sehgal, Samra and Chad College",MH,A,3999,MBA,73.75,19.51,Accenture
Bava Inc College,TN,A,2471,MBA,73.28,7.73,Wipro
Sanghvi-Agate College,Delhi,A,1601,MCA,50.52,17.48,Wipro
"Balan, Gade and Loyal College",TN,A,2352,MBA,75.7,3.35,Infosys
Parekh LLC College,TN,A,1325,B.Tech,77.99,7.49,Wipro
Chowdhury-Bains College,WB,B,4982,B.Tech,90.91,17.45,Infosys
Sama-Korpal College,UP,A,3441,B.Tech,55.82,12.95,Infosys
Handa-Bhakta College,MH,A,4706,B.Tech,37.67,10.27,Accenture
Minhas-Nagarajan College,TN,C,1170,B.Sc,31.59,13.46,Wipro
Chowdhury-Reddy College,WB,B,888,MBA,85.19,3.37,TCS
Dalal Group College,MH,A,1545,B.Tech,32.13,19.67,Infosys
Lad LLC College,WB,C,4772,MCA,89.15,3.13,Accenture
Chandra Group College,TN,B,2021,B.Tech,40.89,5.49,Wipro
Halder PLC College,KA,B,1002,B.Sc,97.54,11.41,TCS
Sridhar-Joshi College,TN,C,4156,MBA,88.83,13.29,Infosys
Bains-Viswanathan College,KA,B,3447,B.Sc,31.86,15.92,EY
Sathe Inc College,TN,A,3302,MCA,53.7,4.37,TCS
Singh LLC College,Delhi,A,1248,B.Sc,65.26,19.88,EY
"Rout, Jayaraman and Sankaran College",WB,B,3965,B.Tech,59.82,4.37,Infosys
Rege PLC College,KA,B,3462,B.Sc,42.64,15.33,Infosys
"Saxena, Narula and Wagle College",KA,A,4930,B.Sc,75.52,19.57,Infosys
Bedi and Sons College,UP,C,2141,MCA,73.14,18.11,Accenture
"Cheema, Garg and Agate College",WB,A,2265,B.Sc,64.63,19.11,Wipro
"Deep, Solanki and Banerjee College",MH,B,3403,B.Sc,69.83,9.84,EY
Sandal-Borra College,UP,B,1078,B.Sc,38.24,11.49,EY
"Ray, Sarma and Bhargava College",TN,C,3011,MBA,91.53,14.4,Wipro
"Sanghvi, Shanker and Bora College",KA,B,1031,MBA,57.68,17,Accenture
Nazareth-Raval College,UP,A,1269,B.Tech,43.7,13.81,Wipro
Chanda and Sons College,UP,B,4964,MBA,52.78,5.84,EY
"Sehgal, Chhabra and Lall College",TN,C,3406,B.Sc,42.42,18.85,Wipro
Sethi LLC College,MH,C,781,B.Sc,44,16.72,EY
Srinivasan LLC College,WB,C,655,MCA,59.64,15.17,Deloitte
Kohli-Yohannan College,WB,C,4003,B.Tech,36.82,15.83,Infosys
"Singh, Kota and Shroff College",KA,A,1037,B.Sc,57.33,11.21,Infosys
Lalla-Singh College,MH,A,2607,B.Tech,79.58,19.43,TCS
"Gade, Chaudry and Gulati College",KA,B,1522,MCA,45.45,7.01,Accenture
Natarajan-Cheema College,Delhi,C,4504,MCA,87.55,4.87,EY
"Agarwal, Mohan and Sani College",KA,A,773,MBA,88.62,14.29,Accenture
"Kala, Batra and Wagle College",MH,C,4012,MCA,57.77,17.12,Wipro
Butala LLC College,MH,B,3399,MBA,72.02,5.11,Accenture
"Date, Khalsa and Balay College",UP,B,4580,B.Sc,73.31,14.64,Accenture
Mani PLC College,UP,B,2367,B.Sc,68.56,4.9,TCS
Bansal Group College,MH,B,1598,MBA,66.29,17.88,EY
"Narula, Nigam and Thaker College",WB,B,1452,MBA,92.67,10.35,Wipro
"Walia, Chandra and Bajwa College",TN,A,1240,B.Tech,40.42,11.58,Wipro
Minhas-Bhagat College,UP,C,2972,MBA,50.15,14.12,Infosys
"Sarna, Sarna and Kala College",KA,B,2773,MCA,37.07,14.47,EY
Thakkar-Koshy College,KA,A,4007,MBA,39.44,12.18,Infosys
Brar and Sons College,Delhi,B,684,B.Sc,86.73,5.76,EY
Lad LLC College,Delhi,B,814,B.Sc,89.5,9.01,Accenture
Bhagat-Hora College,KA,B,2957,B.Tech,62.31,9.21,Wipro
Viswanathan Ltd College,Delhi,B,1979,MBA,99.86,16.98,Infosys
Kala-Ganguly College,KA,A,913,MCA,73.21,11.89,EY
Swamy-Walia College,Delhi,B,3333,MCA,59.98,13.88,EY
"Bava, Saha and Cherian College",KA,C,2236,MBA,89.49,16.25,Accenture
"Pingle, Magar and Buch College",Delhi,A,2982,MBA,75.76,18.97,Infosys
Master-Chaudhuri College,TN,B,1455,MCA,73.31,16.35,EY
Balakrishnan and Sons College,WB,C,4527,MBA,75.5,7.9,Infosys
Rout-Shanker College,TN,C,4974,MCA,92.28,16.15,Deloitte
Prashad LLC College,TN,A,2172,B.Sc,40.94,6.71,EY
Palla-Gulati College,WB,A,3689,B.Tech,50.98,10.13,Deloitte
Bajaj Ltd College,Delhi,A,3011,MCA,32.79,4.31,TCS
Barad-Mall College,TN,A,2695,B.Sc,62.36,9.99,Accenture
Chowdhury-Gala College,Delhi,A,1477,MCA,46.59,5.13,Deloitte
"Rout, Wadhwa and Rastogi College",MH,B,3491,MBA,86.37,11.13,Infosys
Upadhyay-Basu College,UP,A,3941,B.Tech,82.8,8.42,Accenture
"Jaggi, Chaudhari and Bhat College",KA,A,1685,B.Sc,48.75,18.33,EY
Badami-Warrior College,UP,A,589,B.Tech,79.52,12.04,Wipro
"Oommen, Purohit and Natarajan College",Delhi,B,1110,MBA,54.93,19.43,Infosys
Gara-Rau College,TN,B,2129,B.Tech,88.56,12.2,Infosys
Bobal Ltd College,KA,A,4933,B.Sc,90.82,18.03,Infosys
Acharya PLC College,MH,B,4452,MCA,30,14.48,EY
"Prabhu, Din and Warrior College",UP,B,3544,B.Tech,81.39,18.84,Accenture
Bhagat Inc College,KA,A,2776,B.Tech,36.73,8.71,Wipro
Gara Ltd College,KA,B,1392,B.Tech,71.71,7.22,EY
"Nigam, Muni and Tripathi College",WB,A,965,B.Sc,40.73,10.76,TCS
Solanki-Narang College,WB,C,3979,B.Tech,99.16,12.76,EY
"Natt, Sidhu and Rama College",MH,A,4373,MBA,73.7,5.31,TCS
Loyal-Pall College,TN,C,773,MBA,58.28,8.7,Wipro
Varghese and Sons College,Delhi,C,1516,MBA,40.99,13.03,Infosys
Viswanathan-Saraf College,MH,B,3470,B.Tech,50.01,16,Accenture
Gour-Sane College,Delhi,A,3350,MCA,96.05,8.99,Infosys
Wable Group College,MH,B,4807,B.Sc,50.66,7.58,Infosys
Chana-Kanda College,KA,B,4701,MCA,39.33,19.7,Accenture
Srinivas and Sons College,Delhi,C,4954,MBA,46.73,9.1,EY
Malhotra Inc College,TN,A,623,MBA,34.2,18.6,Infosys
Boase-Chaudhuri College,KA,B,4771,B.Tech,97.24,11.22,Infosys
Puri-Bal College,TN,C,2469,MCA,89.88,17.02,Deloitte
Pingle-Bhakta College,TN,A,2856,MCA,31.58,16.69,TCS
Keer Group College,MH,C,4778,MBA,72.81,5.15,Infosys
"Kumer, Mukherjee and Shah College",KA,B,4960,MCA,61.68,14.39,TCS
Kumer-Balan College,Delhi,A,2129,B.Sc,48.99,19.14,EY
"Apte, Sethi and Bains College",MH,B,2107,MBA,42.16,12.49,TCS
"Nair, Palan and Ray College",TN,B,2944,MBA,66.35,12.29,Accenture
Prashad-Iyengar College,WB,C,560,MCA,50.41,14.34,Accenture
Mohan-Shere College,KA,C,2163,MBA,68.82,9,Infosys
Sarma-Kothari College,UP,A,3256,MBA,35.12,19.81,Accenture
"Dutt, Natt and Mangal College",MH,B,2195,MCA,60.3,7.66,Accenture
Ramesh-Rama College,KA,C,2291,B.Tech,62.07,19.06,Accenture
Bumb Inc College,UP,A,3041,B.Sc,66.95,9.87,TCS
Mutti-Kale College,TN,B,1909,B.Tech,86.28,10.25,TCS
"Randhawa, Din and Yogi College",MH,B,4179,B.Sc,38.06,3.58,EY
Trivedi Ltd College,TN,C,2133,MCA,46.88,10.89,EY
Doctor Inc College,Delhi,A,2447,B.Tech,74.8,8.41,Deloitte
Loke-Lalla College,WB,C,2324,B.Sc,41.27,11.77,Infosys
Sachdeva-Rege College,Delhi,B,2892,MCA,58.56,10.79,Deloitte
Iyengar-Minhas College,WB,C,3198,MBA,85.88,8.85,Deloitte
Sidhu-Sahni College,WB,C,3636,MBA,51.31,11.87,Deloitte
Chandra-Karnik College,TN,B,3375,MBA,98.42,5.65,TCS
Johal Ltd College,MH,C,1045,B.Tech,46.55,12.08,Infosys
Kunda-Apte College,WB,B,2071,B.Tech,80.8,14.86,Infosys
Khare-Swaminathan College,MH,C,872,B.Sc,35.47,6.38,Accenture
Lad-Deep College,WB,B,3997,B.Sc,31.17,6.7,EY
"Chand, Kannan and Bail College",MH,A,1074,MBA,61.61,8.8,EY
Grover-Bail College,MH,B,3823,B.Tech,97.62,14.59,EY
Gaba Group College,MH,A,4333,MCA,88.65,9.2,Accenture
"Chacko, Shetty and Thakur College",TN,A,1154,B.Tech,75.39,5.71,Deloitte
"Chaudhary, Puri and Rout College",Delhi,B,1914,B.Sc,33.35,4.81,Deloitte
Dua Inc College,Delhi,C,3143,B.Tech,49.29,5.36,Wipro
Chana-Baral College,TN,C,4583,MCA,47.13,3.66,EY
Bajaj-Thaman College,WB,A,698,MCA,73.73,3.09,Infosys
"Shroff, Samra and Varughese College",UP,A,4920,B.Tech,71.66,18.24,Accenture
Shroff-Venkataraman College,KA,B,3882,B.Sc,56.36,9.66,Deloitte
Bhattacharyya-Jaggi College,Delhi,A,2767,MBA,86.88,9.77,Infosys
Parmer Ltd College,MH,C,544,MCA,61.63,14.93,Infosys
"Taneja, Kumer and Mittal College",WB,A,3853,MBA,49.85,4.23,Accenture
Kumer LLC College,KA,B,3778,B.Tech,42.92,19.34,Deloitte
Nagar Ltd College,TN,A,2722,MCA,94.97,19.35,Infosys
Dara LLC College,WB,B,4825,MBA,81.03,9.83,Deloitte
"Nayak, Date and Kapadia College",Delhi,B,2222,MCA,53.96,11.25,Deloitte
"Nadkarni, Sane and Borde College",MH,B,3640,MBA,81.05,13.09,Accenture
Sabharwal-Bhattacharyya College,TN,B,3195,B.Tech,70.35,11.85,TCS
"Contractor, Joshi and Vala College",Delhi,A,1878,B.Sc,86.07,12.33,Wipro
Tella-Banik College,KA,A,1485,B.Sc,61.42,8.03,Infosys
Dave Ltd College,Delhi,A,1035,B.Sc,84.25,7.83,Wipro
Jain-Gulati College,WB,B,2507,MCA,67.28,7.94,Wipro
"Roy, Wable and Tara College",Delhi,B,1138,MCA,52.56,14.83,Deloitte
Kata and Sons College,WB,A,1508,MBA,64.5,18.38,EY
Samra-Buch College,MH,A,2535,MBA,61.79,4.93,Accenture
Dey Ltd College,UP,A,4313,MCA,57.74,19.13,Infosys
"Acharya, Maharaj and Chacko College",MH,B,2989,MCA,61.2,5.21,Accenture
Madan-Khanna College,WB,B,594,B.Sc,95.39,16.9,TCS
"Ramakrishnan, Buch and Walia College",MH,A,2220,B.Sc,58.32,7.14,TCS
"Wagle, Sachdev and Pandya College",TN,C,3468,B.Tech,51.17,10.5,Infosys
Khosla-Hayre College,TN,C,4622,MCA,96.47,8.56,Accenture
Sridhar-Dyal College,UP,A,1060,B.Sc,50.84,6.02,Infosys
"Wable, Karan and Borra College",WB,A,3092,B.Sc,58.95,12.88,TCS
Nayar-Narasimhan College,KA,A,3298,MBA,78.36,13.05,Accenture
Ratti LLC College,TN,A,2889,B.Tech,39.43,16.23,EY
"Palan, Shere and Reddy College",KA,A,972,MCA,50.8,11.83,EY
"Bora, Agate and Sane College",UP,A,522,MBA,84.45,5.84,EY
Parekh Inc College,UP,C,1818,B.Tech,60.44,17.64,Wipro
"Mangat, Sundaram and Rout College",WB,C,4985,B.Tech,93.81,8.62,EY
Muni Inc College,MH,B,2237,MCA,89.91,17.97,Deloitte
Sekhon-Pingle College,WB,C,2987,B.Tech,30.93,10.98,EY
Barad-Dube College,MH,C,2456,B.Tech,32.32,7.33,Infosys
Kala PLC College,WB,C,3000,B.Tech,44.25,15.11,EY
"Sibal, Agarwal and Borah College",MH,B,754,MCA,61.5,16.91,Accenture
Bava-Sundaram College,MH,C,2645,B.Tech,87.64,18.86,Deloitte
"Barman, Sarin and Chana College",Delhi,A,3747,MCA,31.82,12.05,Accenture
Ganesan PLC College,WB,B,602,MBA,44.21,18.32,Accenture
Pau LLC College,WB,B,3842,B.Sc,74.98,10.25,Deloitte
Krish Inc College,KA,A,4106,MCA,82.73,11.62,Deloitte
Ghose Inc College,Delhi,A,2150,MCA,48.25,11.23,Infosys
Behl Group College,Delhi,A,4281,B.Tech,42.14,12.67,Deloitte
"Master, Tank and Saini College",WB,C,1462,B.Sc,75.7,5.05,Infosys
Banerjee LLC College,MH,C,4619,B.Tech,61.01,11.09,Deloitte
Loke Group College,TN,C,4349,B.Sc,82.99,3.9,Wipro
"Khosla, Sarma and Sarraf College",TN,B,3148,MBA,89.5,12.84,TCS
Kadakia and Sons College,MH,B,3997,MCA,39.9,18.55,Infosys
Brahmbhatt Inc College,KA,C,3342,B.Sc,95.7,6.94,EY
Tripathi-Iyengar College,TN,B,4795,B.Sc,65.09,18.71,Accenture
"Palan, Mistry and Rao College",MH,A,2346,B.Sc,76.35,13.5,Wipro
Aurora-Tata College,UP,C,2681,B.Tech,49.94,19.81,Accenture
Desai-Bassi College,KA,B,1447,B.Sc,96.17,4.16,EY
Nadig and Sons College,WB,B,2764,MCA,46.9,6.43,Wipro
"Mukhopadhyay, Dutt and Sagar College",Delhi,A,3199,MBA,59.65,8.1,EY
"Vaidya, Tank and Devan College",MH,A,3917,MCA,39.41,8.48,EY
More-Borah College,TN,C,1355,MBA,61.65,4,Wipro
Ravel-Mall College,MH,A,2377,B.Tech,77.02,8.15,TCS
"Tripathi, Nayak and Sridhar College",KA,C,3449,B.Sc,32.32,6.61,Deloitte
Kurian Ltd College,KA,B,4283,MCA,58.44,4.9,Infosys
Kala-Walia College,UP,C,4501,MBA,52.44,15.66,Infosys
"Nadkarni, Tandon and Vasa College",TN,C,2081,B.Sc,55.01,15.34,Wipro
Choudhry Ltd College,Delhi,A,2081,MBA,66.23,9.04,TCS
Mandal Inc College,MH,A,4887,B.Tech,59.22,11.6,TCS
Ganesh-Sami College,Delhi,A,2212,B.Tech,33.29,3.37,Accenture
"Guha, Rastogi and Kar College",MH,C,3644,B.Sc,73.78,16.39,TCS
Dasgupta LLC College,TN,C,4224,MCA,99.8,16.88,TCS
Salvi Ltd College,WB,A,2514,B.Sc,41.25,19.08,TCS
Chhabra-Sastry College,WB,B,4885,MBA,39.84,16.19,Deloitte
Chaudhary-Ganguly College,MH,A,2409,B.Sc,98.89,8.1,Accenture
Sibal-Om College,KA,B,4557,B.Tech,73.45,4.16,Wipro
"Balay, Chaudhry and Karpe College",WB,B,3700,B.Sc,59,13.9,Wipro
Sheth Group College,UP,A,2749,B.Tech,62.88,9.48,Accenture
Gupta-Bahri College,Delhi,B,3954,MBA,34.3,14.39,Infosys
Borra-Yadav College,Delhi,C,2060,B.Sc,67.65,17.98,Infosys
Sandal-Kunda College,MH,B,1110,MCA,86.41,19.67,Wipro
Hora-Sarma College,Delhi,C,4986,MBA,46.55,10.31,Accenture
Ramachandran-Sur College,KA,B,3810,B.Tech,76.4,16.96,Accenture
Ghose-Dhillon College,WB,B,4808,MCA,95.78,8.42,Wipro
Zachariah-Kale College,MH,C,1826,B.Tech,44.66,8.33,TCS
"Kothari, Suresh and Mani College",TN,C,2464,MBA,34.84,14.54,Accenture
Kibe Inc College,WB,A,3324,B.Sc,51.38,10.44,TCS
"Char, Nigam and Chacko College",MH,C,688,B.Tech,65.73,4.01,Accenture
Sarraf Group College,UP,A,2200,B.Tech,88.23,4.14,Accenture
Char LLC College,Delhi,A,2065,MCA,59.9,16.53,Wipro
Lanka and Sons College,MH,C,4482,MBA,89.76,10.22,Wipro
Bajwa PLC College,WB,C,4931,MCA,74.78,18.38,Infosys
"Sule, Reddy and Karan College",UP,B,2525,B.Sc,87.88,10.21,Deloitte
Parmer-Butala College,Delhi,C,1058,B.Sc,80.63,10.01,EY
"Aggarwal, Palla and Parmer College",MH,C,3724,MBA,58.96,7.13,Infosys
"Kale, Pant and Sant College",KA,C,3297,MBA,36.77,9.63,Accenture
Date and Sons College,Delhi,B,4607,MCA,57.42,10.24,EY
Badal-Bahri College,MH,A,749,B.Tech,70.23,12.64,EY
Kapadia-Sidhu College,MH,B,1355,MBA,73.53,9.25,Infosys
Tandon PLC College,TN,A,3050,MCA,38.94,19.13,TCS
"Savant, Mangat and Gade College",MH,B,1836,B.Sc,37.92,4.98,Deloitte
"Yadav, Karan and Mannan College",UP,B,2637,MCA,77.34,12.13,Infosys
"Rattan, Raja and Sunder College",Delhi,A,722,B.Sc,76.45,5.21,TCS
Peri-Bajwa College,Delhi,C,3669,MCA,54.28,15.21,Deloitte
Kala-Sunder College,KA,B,1022,MCA,97.12,19.49,TCS
Sabharwal Inc College,MH,C,3062,MBA,64.55,16.11,TCS
Yohannan and Sons College,Delhi,C,962,MBA,91.9,18.69,Infosys
Gour LLC College,WB,B,3402,MBA,91.44,18.28,Infosys
"Lalla, Sane and Aggarwal College",Delhi,C,4810,MCA,47.72,18.22,Deloitte
"Menon, Pau and Bhakta College",UP,C,3768,B.Tech,84.67,11.25,Wipro
Gupta and Sons College,Delhi,C,4494,MBA,40.31,4.2,EY
"Barman, Bajwa and Banik College",KA,C,1940,MBA,86.8,6.01,Accenture
Sekhon-Jain College,Delhi,C,2663,B.Sc,86.7,3.64,EY
Panchal-Sama College,KA,C,2297,MBA,41.97,13.94,Infosys
Nori and Sons College,Delhi,B,1227,B.Tech,65.5,9.11,TCS
Agarwal-Sami College,MH,C,4032,MBA,61.14,19.55,Accenture
Dyal-Roy College,TN,A,2127,B.Sc,78.62,16.4,EY
Bose and Sons College,MH,A,2364,B.Sc,70.73,10.46,Accenture
Saini-Om College,KA,A,1962,B.Sc,89.45,16.48,TCS
Oza-Chowdhury College,KA,C,1954,B.Sc,80.58,6.93,TCS
